fecha	titular	fuente	categoria
2018-11-16 02:12:14-03	Mensaje de Arecibo, una transmisión a las estrellas que cumple 44 años	Clarín.com	Ciencia y Tecnologia
2018-11-21 15:02:00-03	Rosenkrantz: "Los jueces deben actuar más allá de lo que la tribuna reclama"	LA NACION (Argentina.)	Destacadas
2018-11-15 09:44:28-03	Proveedores de Apple advierten sobre una caída de ingresos: reporte	CNET en Español	Ciencia y Tecnologia
2018-11-16 07:09:58-03	Desarrollan una IA que crea huellas dactilares capaces engañar a los sensores biométricos	Gizmodo en Español	Ciencia y Tecnologia
2018-11-15 21:01:03-03	"Fría y oscura": así es la nueva "Súper Tierra" hallada cerca de nuestro planeta	Infobae.com	Ciencia y Tecnologia
2018-11-13 12:30:04-03	El truco de WhatsApp para saber qué decía un mensaje eliminado	Clarín.com	Ciencia y Tecnologia
2018-11-15 15:01:26-03	Borrarse de Instagram: desilusionada, una de las diseñadoras de la red social le dice adiós	LA NACION (Argentina.)	Ciencia y Tecnologia
2018-11-16 05:07:40-03	Artistas honraron a Maná como Persona del Año en Las Vegas	Infobae.com	Entretenimiento
2018-11-15 12:51:35-03	La reacción de Iliana Calabró luego de que Fabián Rossi confesara tener una doble vida en Panamá	Ciudad Magazine	Entretenimiento
2018-11-16 07:56:04-03	El cinismo extremo del asesino de John Lennon: reveló por qué utilizó balas huecas para matarlo	Infobae.com	Entretenimiento
2018-11-16 01:56:27-03	Lali Espósito pidió por el aborto legal en la alfombra roja de los Grammy con un pañuelo verde	Cienradios	Entretenimiento
2018-11-16 01:05:01-03	Jorge Moliniers defendió a Nicole frente a Mica Viciconte	Ratingcero.com	Entretenimiento
2018-11-15 18:56:07-03	Valeria Mazza: "Las mujeres no tenemos que ocupar el mismo lugar que los hombres porque no somos iguales"	LA NACION (Argentina.)	Entretenimiento
2018-11-15 10:11:00-03	Alfredo Casero: “Al Gobierno no le importa tres carajos la gente, no votamos esto”	El Tribuno.com.ar	Entretenimiento
2018-11-16 02:11:13-03	Netflix estrena la anticipada serie “Narcos: Mexico” protagonizada por Diego Luna y Michael Peña	Infobae.com	Entretenimiento
2018-11-14 16:08:29-03	La ciencia lo ha dicho, este es el superhéroe más débil	unocero	Entretenimiento
2018-11-14 20:05:00-03	Murió Katherine MacGregor, la actriz que interpretaba a la antipática Harriet Oleson en La familia Ingalls	LA NACION (Argentina.)	Entretenimiento
2018-11-16 05:01:43-03	La inflación de octubre: cuáles son los rubros y productos que más aumentaron	Infobae.com	Economia
2018-11-16 06:08:38-03	La nueva versión del Fiat Toro y un Toyota deportivo: las novedades en el mundo de las pick ups	Infobae.com	Economia
2018-11-16 03:30:06-03	Grupo Santander adelantó que trabaja en renovación del Repo al Tesoro	El Cronista	Economia
2018-11-16 00:02:53-03	El dólar se recuperó apenas un centavo y terminó en $ 37,01	La Gaceta Tucumán	Economia
2018-11-16 08:38:00-03	Banco Provincia: en noviembre sigue la promoción de los “supermiércoles”	Diario Democracia	Economia
2018-11-16 08:51:02-03	Netflix analiza reducir sus tarifas un 50% en un plan exclusivo para móviles	iprofesional.com	Economia
2018-11-16 08:36:53-03	Préstamos al sector privado registraron en octubre la peor caída desde el 2002	Diario El Zonda	Economia
2018-11-15 17:36:00-03	El Gobierno asegura que la suba de biocombustibles no afectará el precio de las naftas	Clarín.com	Economia
2018-11-16 00:22:30-03	Desembarcó el control remoto a voz	Bae Negocios	Economia
2018-11-16 06:57:56-03	Ternium, Tenaris y Tecpetrol lanzaron programa de apoyo a pymes	MDZ Online	Economia
2018-11-16 08:48:45-03	Operan en Chile a Máximo Menem por un tumor cerebral	Infobae.com	Internacional
2018-11-16 08:38:14-03	Corea del Norte probó una nueva arma	El Litoral Corrientes	Internacional
2018-11-16 02:49:48-03	La muerte de un joven mapuche desata violentos enfrentamientos en Chile	LA NACION (Argentina.)	Internacional
2018-11-16 07:58:25-03	La agenda paralela al G20 que tendrá Mauricio Macri	Diario Panorama de Santiago del Estero	Internacional
2018-11-16 08:02:07-03	Buscan pena de muerte para 5 implicados en caso Khashoggi	El Universal	Internacional
2018-11-15 15:48:56-03	"Una tanga no es consentimiento": las redes se llenaron de ropa interior en protesta por una violación sin justicia	TN	Internacional
2018-11-15 18:16:29-03	Detuvieron a dos hermanos argentinos por supuestos vínculos con la organización Hezbollah	Télam	Internacional
2018-11-16 02:36:47-03	Una ola de renuncias por el Brexit deja a May y su plan al borde del abismo	LA NACION (Argentina.)	Internacional
2018-11-16 08:27:33-03	"Diles que todo esto ha sido muy duro para ti": Padre pidió ayuda a su hija para matar a la madre	Ahoranoticias.cl	Internacional
2018-11-16 01:01:34-03	La sonrisa de Lagarde	La Izquierda Diario	Internacional
2018-11-16 11:45:37-03	Blindados todoterreno, 30 motos y trajes especiales: el material que China donó a la Argentina de cara al G20	TN	Nacional
2018-11-16 11:30:06-03	Hieren de gravedad a un policía de la Federal en Tucumán: murió un ladrón	La Voz del Interior	Nacional
2018-11-16 12:00:08-03	Vidal aseguró que los docentes que paran expresan un "rechazo al diálogo"	Télam	Nacional
2018-11-16 12:28:00-03	Entidades árabes en la Argentina denuncian persecución hacia la comunidad islámica	LA NACION (Argentina.)	Nacional
2018-11-16 10:50:32-03	Noticias del ARA San Juan: sobre el final del operativo, el Seabed Constructor descubrió un nuevo indicio	Clarín.com	Nacional
2018-11-16 11:59:06-03	Desalojaron Aeroparque por la presencia de un paquete sospechoso	Infobae.com	Nacional
2018-11-16 09:27:49-03	Atentado incendiario contra un campamento vial en Río Negro	Cadena 3	Nacional
2018-11-16 12:32:56-03	Río Negro: quisieron tomar la facultad y los alumnos los echaron	Infobae.com	Nacional
2018-11-16 08:17:11-03	La encuesta presidencial de una de las consultoras que mide para el Gobierno	Clarín.com	Nacional
2018-11-16 09:58:45-03	La Anmat prohibió la comercialización de un chupetín	LA NACION (Argentina.)	Nacional
2018-11-16 11:13:48-03	Para tener un fin de año en paz, el Gobierno adelanta el pago del bono y aguinaldo para estatales	Clarín.com	Destacadas
2018-11-16 10:57:00-03	Patricia Bullrich le recomendó a los porteños que "usen el fin de semana largo para irse de la Ciudad"	LA NACION (Argentina.)	Destacadas
2018-11-16 12:28:00-03	Entidades árabes en la Argentina denuncian persecución hacia la comunidad islámica	LA NACION (Argentina.)	Destacadas
2018-11-16 10:50:32-03	Noticias del ARA San Juan: sobre el final del operativo, el Seabed Constructor descubrió un nuevo indicio	Clarín.com	Destacadas
2018-11-16 11:59:06-03	Desalojaron Aeroparque por la presencia de un paquete sospechoso	Infobae.com	Destacadas
2018-11-16 09:58:45-03	La Anmat prohibió la comercialización de un chupetín	LA NACION (Argentina.)	Destacadas
2018-11-16 07:29:32-03	Reclusión perpetua para Varela por la muerte de Camila Borda	Diario La Verdad Junín	Destacadas
2018-11-16 12:14:41-03	Carlos Menem pidió un hábeas corpus para que lo autoricen a viajar a Chile para visitar a su hijo	Infobae.com	Destacadas
2018-11-16 06:13:00-03	Cambiemos solicitará una sesión especial para tratar el desafuero de Cristina Kirchner	Diario San Rafael	Destacadas
2018-11-16 01:51:54-03	Mató a su esposa, a sus dos hijos, a un vecino y se suicidó	El Tribuno.com.ar	Destacadas
2018-11-16 11:29:38-03	Eligen a la mejor hinchada del mundo y Argentina tiene una representante dentro del top 10	TN	Deportes
2018-11-16 11:49:05-03	El polémico video de Giunta contra River: "Hay que matarlos"	TyC Sports	Deportes
2018-11-16 07:38:51-03	Una Argentina en reconstrucción se medirá ante México, que aguarda por el arribo de Martino: hora, TV y formaciones	Infobae.com	Deportes
2018-11-16 11:06:13-03	Los otros Messi: ¿qué fue de la vida de los 4 juveniles que debutaron en Barcelona el mismo día que la Pulga?	Clarín.com	Deportes
2018-11-16 09:50:20-03	De no creer: la policía cordobesa provocó un accidente en la llegada de la selección argentina	LA NACION (Argentina.)	Deportes
2018-11-16 12:09:12-03	El encuentro de Pampita con los jugadores de Boca Juniors	Ciudad Magazine	Deportes
2018-11-16 10:19:59-03	La "Hiena" Barrios vuelve a boxear de manera profesional	Ambito.com	Deportes
2018-11-16 10:56:43-03	Un campeón del mundo con Francia se refirió a la homosexualidad dentro del fútbol	Infobae.com	Deportes
2018-11-16 11:16:20-03	Chávez Jr: "Cuando perdí contra Martínez, empecé a tomar mucho ya consumir drogas"	El Intransigente	Deportes
2018-11-16 10:47:02-03	Sergio Ramos, en guerra con un croata	Olé	Deportes
2018-11-16 00:54:16-03	Sarampión: el país aún no cumple la meta de la campaña de vacunación	La Voz del Interior	Salud
2018-11-16 08:30:42-03	La EPOC ya es la segunda causa de muerte en el mundo	Rosario3.com	Salud
2018-11-15 19:38:52-03	Dengue: destacan el funcionamiento de las ovitrampas	Misiones OnLine	Salud
2018-11-15 10:59:26-03	Alergia al maní | "Evito los besos porque podrían matarme"	El Comercio	Salud
2018-11-15 14:43:49-03	Se fabrica en Río Negro un innovador medicamento para el tratamiento de la tuberculosis	ANB	Salud
2018-11-15 13:05:00-03	Continúa la campaña de vacunación de sarampión y rubéola	La Pampa La Arena	Salud
2018-11-16 07:01:28-03	Sumarán horas de Educación Física para niños con sobrepeso	Los Andes (Mendoza)	Salud
2018-11-15 19:29:51-03	Cáncer del pulmón genera más de un millón de muertes anuales	Anton Noticias	Salud
2018-11-15 12:09:28-03	Una dieta baja en carbohidratos ayuda a mantener la pérdida de peso	Clarín.com	Salud
2018-11-15 20:03:25-03	Conmemoran “Día del prematuro” en Clínicas	La Nación.com.py	Salud
2018-11-16 12:35:34-03	"El mensaje de Arecibo", el dinámico doodle de Google elegido para hoy	Tiempo de San Juan	Ciencia y Tecnologia
2018-11-16 07:40:07-03	Toyota Argentina y el primer producto GAZOO Racing: Hilux GR Sport	Región Empresa Periodística	Ciencia y Tecnologia
2018-11-15 13:42:12-03	Asus ZenBook Pro 15 UX580: una segunda pantalla más útil de lo que pensábamos en una laptop de alta gama	Clarín.com	Ciencia y Tecnologia
2018-11-15 19:23:08-03	Se filtró el nuevo sistema que permite agregar contactos a WhatsApp en un segundo	TN	Ciencia y Tecnologia
2018-11-16 09:58:00-03	Cómo crear tus propios stickers de WhatsApp	CNET en Español	Ciencia y Tecnologia
2018-11-16 08:23:55-03	Blizzard responde a las criticas por 'Diablo Inmortal'	LOS40	Ciencia y Tecnologia
2018-11-15 13:12:13-03	¿Sabes quiénes no tendrán una feliz Navidad? Los proveedores de Apple	El Financiero	Ciencia y Tecnologia
2018-11-16 04:18:00-03	¿Cómo es la red de satélites con la que SpaceX llevará Internet a todo el mundo?	Noticias y Protagonistas	Ciencia y Tecnologia
2018-11-15 16:14:45-03	La Tierra está devorando a sus propios océanos	El Comercio	Ciencia y Tecnologia
2018-11-15 14:30:15-03	Podés reenviar un mensaje de WhatsApp sin que aparezca la palabra “reenviado”	Aire de Santa Fe	Ciencia y Tecnologia
2018-11-16 07:56:56-03	El cinismo extremo del asesino de John Lennon: reveló por qué utilizó balas huecas para matarlo	Infobae.com	Entretenimiento
2018-11-16 09:39:32-03	Jorge Drexler sorprende con tres Grammy Latinos y Rosalía brilla con dos	TN	Entretenimiento
2018-11-16 09:34:54-03	Después de los dibujos, Laurita Fernández comió una banana para ningunear a Mica Viciconte	Infobae.com	Entretenimiento
2018-11-16 10:55:58-03	El anuncio del lineup del Lollapalooza Argentina ya tiene día y hora	Infobae.com	Entretenimiento
2018-11-16 09:30:31-03	Soledad Fandiño tiene nuevo novio	Pronto	Entretenimiento
2018-11-16 09:38:05-03	Marcela Kloosterboer confirmó su embarazo con una tierna foto, junto a Fernando Sieling: "Un día como hoy...."	Ciudad Magazine	Entretenimiento
2018-11-16 01:26:10-03	Grammy Latinos 2018: La Sole, Axel y Lali Espósito compartieron su experiencia con Teleshow	Infobae.com	Entretenimiento
2018-11-16 12:54:23-03	Impresionante primer tráiler de la serie "Monzón", centrado en asesinato de Alicia Muñiz	La Voz del Interior	Entretenimiento
2018-11-14 23:50:45-03	Oriana Sabatini y una mística foto: ¿Haciendo un ritual?	Cienradios	Entretenimiento
2018-11-15 15:35:59-03	La China Suárez consiguió una importante donación para el nene de Chaco violado y Abel Pintos le da fuerza con su ...	TN	Entretenimiento
2018-11-16 11:59:31-03	La bolsa porteña sube un 1,2% y anota tercera alza consecutiva	Ambito.com	Economia
2018-11-16 00:54:16-03	La inflación de octubre fue de 5,4% y va camino a superar el 45% anual	La Voz del Interior	Economia
2018-11-16 09:56:11-03	Cae el consumo, y Vidal decide extender la promo del 50% del Banco Provincia para el plantel estatal	iprofesional.com	Economia
2018-11-16 11:48:45-03	Dólar hoy: así cotiza el billete en los principales bancos de la City porteña	Ambito.com	Economia
2018-11-16 12:35:45-03	YFP anunció el inicio de las obras de su nuevo parque eólico en Azul: invierte u$s144 millones	iprofesional.com	Economia
2018-11-16 12:41:00-03	Banco Central anunció cumplimiento de la meta de la base monetaria: se contrajo 28.000 millones de pesos	iprofesional.com	Economia
2018-11-16 08:36:53-03	Préstamos al sector privado registraron en octubre la peor caída desde el 2002	Diario El Zonda	Economia
2018-11-15 06:26:58-03	Netflix aumenta el precio de su suscripción mensual	LA NACION (Argentina.)	Economia
2018-11-16 11:00:22-03	Llegó la hora de vender el dólar, según los cálculos que tiene Morgan Stanley	La República	Economia
2018-11-15 15:37:35-03	Suben hasta 8,34% los biocombustibles y meten presión a los precios de las naftas	iprofesional.com	Economia
2018-11-16 11:58:28-03	¿Te acordás del indigente, de los 20 dólares y de la colecta? Fue todo falso y armado para estafar	La Voz del Interior	Internacional
2018-11-16 10:05:10-03	Ya están operando a Máximo Menem en Chile por un tumor cerebral	Clarín.com	Internacional
2018-11-16 12:36:49-03	Desde hoy, un kilo ya no es lo que era: la comunidad científica mundial votó su redefinición	Clarín.com	Internacional
2018-11-15 15:48:56-03	"Una tanga no es consentimiento": las redes se llenaron de ropa interior en protesta por una violación sin justicia	TN	Internacional
2018-11-16 09:55:54-03	La arriesgada estrategia de Theresa May para salvar al Brexit ya su gobierno: respondió preguntas de oyentes en vivo	Infobae.com	Internacional
2018-11-16 03:41:38-03	Cómo será "el retiro", la reunión de líderes más secreta del G20	Infobae.com	Internacional
2018-11-16 11:49:01-03	Corea del Norte prueba una nueva y misteriosa arma “ultramoderna”: ¿provocación o mensaje?	Clarín.com	Internacional
2018-11-16 08:50:51-03	Monica Lewinsky reveló qué hizo para enloquecer a Bill Clinton y cómo fue el primer encuentro sexual	Infobae.com	Internacional
2018-11-16 12:30:14-03	Disturbios y 40 detenidos en Chile en protestas por el asesinato de un comunero mapuche	La Voz del Interior	Internacional
2018-11-16 10:06:49-03	Incendios en California: más de 60 muertos, 600 desaparecidos y sobrevivientes enojados	Clarín.com	Internacional
2018-11-16 17:48:45-03	Se unió la oposición y le arrebató un lugar a Cambiemos en el Consejo de la Magistratura	Télam	Nacional
2018-11-16 17:24:59-03	45 fotos de las motos, los camiones y el equipamiento donado por China para la seguridad del G20	Infobae.com	Nacional
2018-11-16 15:50:00-03	Noticias del ARA San Juan: las fotos del indicio que podría ser el submarino	Clarín.com	Nacional
2018-11-16 12:00:08-03	Vidal aseguró que los docentes que paran expresan un "rechazo al diálogo"	Télam	Nacional
2018-11-16 16:11:35-03	Alerta por tormentas fuertes para Córdoba y centro del país	Cadena 3	Nacional
2018-11-16 17:20:27-03	Los locales del Buenos Aires Design continuarán abiertos hasta que se concrete la nueva concesión	Infobae.com	Nacional
2018-11-16 14:02:54-03	Encapuchados incendiaron máquinas viales en Villa Mascardi y dejaron consignas mapuches	LA NACION (Argentina.)	Nacional
2018-11-16 12:53:21-03	Un hombre mató a balazos a un perro delante de su dueño	Diario Uno	Nacional
2018-11-16 17:46:44-03	Un andinista que descendía del Volcán Lanín cayó en una profunda grieta	Clarín.com	Nacional
2018-11-16 08:38:00-03	La encuesta presidencial de una de las consultoras que mide para el Gobierno	Total News Agency	Nacional
2018-11-16 16:53:59-03	El Gobierno perdió la mayoría en el Consejo de la Magistratura	Minutouno.com	Destacadas
2018-11-16 12:50:55-03	Cumbre del G20: cómo será el operativo de seguridad por el que Patricia Bullrich pide abandonar la Ciudad	Eldestapeweb.com	Destacadas
2018-11-16 15:50:00-03	Noticias del ARA San Juan: las fotos del indicio que podría ser el submarino	Clarín.com	Destacadas
2018-11-16 12:15:23-03	Adelantan el pago del bono y del aguinaldo a estatales para mejorar el poder de compra antes de las fiestas	LA NACION (Argentina.)	Destacadas
2018-11-15 13:26:10-03	Nuevo paro de los docentes en la provincia de Buenos Aires: 27 días sin clases en este ciclo lectivo	LA NACION (Argentina.)	Destacadas
2018-11-16 15:05:00-03	Terminó “sin complicaciones” la operación a Máximo Menem en Chile por un tumor cerebral	Clarín.com	Destacadas
2018-11-16 11:32:53-03	Los padres de los hermanos detenidos niegan los vínculos con Hezbollah: “No tienen nada que ver”	Clarín.com	Destacadas
2018-11-16 15:48:58-03	Identificaron en el cementerio Darwin los restos de otro soldado caído en Malvinas	La Voz del Interior	Destacadas
2018-11-16 14:02:54-03	Encapuchados incendiaron máquinas viales en Villa Mascardi y dejaron consignas mapuches	LA NACION (Argentina.)	Destacadas
2018-11-16 08:17:11-03	La encuesta presidencial de una de las consultoras que mide para el Gobierno	Clarín.com	Destacadas
2018-11-16 16:36:13-03	Un brote de paperas en las inferiores de Boca preocupó a Guillermo a una semana de la Superfinal ante River	Infobae.com	Deportes
2018-11-16 12:49:08-03	La variante ofensiva que probó Gallardo para reemplazar a Borré de cara a la revancha de la Superfinal ante Boca	Infobae.com	Deportes
2018-11-16 11:29:38-03	Eligen a la mejor hinchada del mundo y Argentina tiene una representante dentro del top 10	TN	Deportes
2018-11-16 17:24:59-03	Los dos argentinos que podrían ser citados por Mancini para la selección de Italia	Infobae.com	Deportes
2018-11-16 12:29:59-03	River-Boca: la arenga violenta de Blas Giunta de cara a la revancha	Clarín.com	Deportes
2018-11-16 11:06:13-03	Los otros Messi: ¿qué fue de la vida de los 4 juveniles que debutaron en Barcelona el mismo día que la Pulga?	Clarín.com	Deportes
2018-11-16 17:08:59-03	Turismo Carretera: La primera pole es de Rossi	La Voz del Interior	Deportes
2018-11-16 16:36:36-03	Hora, TV, formaciones, entradas: todo sobre Argentina vs. México en el Kempes	La Voz del Interior	Deportes
2018-11-16 16:45:05-03	Una senadora de Cambiemos presentó un proyecto para declarar a Avellaneda como “capital nacional del fútbol”	Infobae.com	Deportes
2018-11-15 18:03:48-03	Con el regreso de Mazzacane y otros pilotos, el TC tiene 38 inscriptos para El Villicum	Diario de Cuyo	Deportes
2018-11-16 14:13:07-03	Tumor cerebral, el segundo cáncer infantil más frecuente	Clarín.com	Salud
2018-11-16 16:31:06-03	El cáncer de pulmón, el más mortal: mata a más personas que los de mama, colon y próstata juntos	Infobae.com	Salud
2018-11-16 00:54:16-03	Sarampión: el país aún no cumple la meta de la campaña de vacunación	La Voz del Interior	Salud
2018-11-16 14:11:00-03	Dengue: “se juntan 30 toneladas diarias de diversos cacharros”	Primera Edicion	Salud
2018-11-16 13:07:30-03	El Hospital vacunará los próximos sábados en supermercado de los kilómetros	Bariloche 2000	Salud
2018-11-16 17:02:45-03	Producirán un medicamento desarrollado en la UNLP que mejora el tratamiento de la tuberculosis	Infoblancosobrenegro	Salud
2018-11-16 08:30:42-03	La EPOC ya es la segunda causa de muerte en el mundo	Rosario3.com	Salud
2018-11-16 15:54:30-03	No al estrés: piden que la meditación sea un tratamiento sanitario opcional	Infonews	Salud
2018-11-16 17:36:19-03	Causas del cáncer de pulmón y no es fumar	Su Médico	Salud
2018-11-16 12:06:37-03	Afirman que se invirtió para mejorar varias áreas del Notti	Diario Uno	Salud
2018-11-16 09:06:35-03	Doodle: mensaje de Arecibo, una transmisión a las estrellas que cumple 44 años	La Voz del Interior	Ciencia y Tecnologia
2018-11-16 15:43:35-03	Instagram y una forma "infalible" para que todos lleguen a ver tus stories	Minutouno.com	Ciencia y Tecnologia
2018-11-16 06:08:38-03	La nueva versión del Fiat Toro y un Toyota deportivo: las novedades en el mundo de las pick ups	Infobae.com	Ciencia y Tecnologia
2018-11-16 14:53:33-03	Autorizan a SpaceX a poner 12.000 satélites en órbita	El Heraldo (Colombia)	Ciencia y Tecnologia
2018-11-16 13:02:24-03	WhatsApp cambiará la forma en la que añades contactos: cómo será	Tiempo de San Juan	Ciencia y Tecnologia
2018-11-16 14:16:00-03	Huellas dactilares maestras pueden desbloquear cualquier móvil	Cinco Días	Ciencia y Tecnologia
2018-11-16 13:49:43-03	Llega la notebook con segunda pantalla en el pad	La Voz del Interior	Ciencia y Tecnologia
2018-11-15 13:59:06-03	El mate, el alfajor, Ricardo Fort y Macri: cómo son los stickers de Whatsapp hechos en el país	LA NACION (Argentina.)	Ciencia y Tecnologia
2018-11-16 01:05:06-03	El plan B de Apple para hacer frente a la baja demanda del iPhone	Infobae.com	Ciencia y Tecnologia
2018-11-16 12:11:30-03	Google lanza una aplicación que te cuenta las noticias del día	Punto Biz	Ciencia y Tecnologia
2018-11-16 17:45:17-03	Lanzaron el primer trailer de Monzón, la serie biográfica del excampeón mundial de boxeo	Ciudad Magazine	Entretenimiento
2018-11-16 11:51:06-03	El paso de Fabián Rossi, el ex de Iliana Calabró, por "ShowMatch": así se transformó en el "Rossi"	Infobae.com	Entretenimiento
2018-11-16 00:17:00-03	La Voz Argentina: después de las batallas, llegó el crucial momento de los knockouts	LA NACION (Argentina.)	Entretenimiento
2018-11-16 15:12:17-03	La cínica declaración de Mark David Chapman, el asesino de John Lennon, acerca de las balas que usó para matarlo	Clarín.com	Entretenimiento
2018-11-16 16:00:09-03	La siguieron en Twitter: el pícaro emoji de Laurita Fernández y la corrección de Mica Viciconte tras su pelea	Ciudad Magazine	Entretenimiento
2018-11-16 17:05:17-03	Con una foto, Marcela Kloosterboer confirmó que espera su segundo hijo junto a Fernando Sieling	LA NACION (Argentina.)	Entretenimiento
2018-11-16 11:42:44-03	Jorge Drexler, el gran ganador de los premios Grammy Latinos 2018	Diario NORTE	Entretenimiento
2018-11-15 23:21:47-03	Jimena Barón mandó al frente a Mauro Caiazza al hablar de un "fallido" juego sexual con un helado	Ciudad Magazine	Entretenimiento
2018-11-16 09:01:59-03	Las cinco claves del regreso de "Narcos", que ahora se muda a México	Diario de Cuyo	Entretenimiento
2018-11-16 16:51:06-03	Lhoan rompió el silencio, Gaudio tiró abajo a Roger Waters, y Jimena mandó al frente a Mauro Caiazza	Radio Mitre	Entretenimiento
2018-11-16 15:46:58-03	El dilema del Banco Central: quiere comprar dólares para inyectar pesos pero el FMI se opone	iprofesional.com	Economia
2018-11-16 17:50:47-03	El dólar minorista cotizó estable a $37 en el cierre de la semana	iprofesional.com	Economia
2018-11-16 05:08:43-03	La inflación de octubre: cuáles son los rubros y productos que más aumentaron	Infobae.com	Economia
2018-11-16 09:56:11-03	Cae el consumo, y Vidal decide extender la promo del 50% del Banco Provincia para el plantel estatal	iprofesional.com	Economia
2018-11-15 11:53:40-03	La Bolsa porteña trepó 3,7% tras aprobarse el Presupuesto	El Cronista	Economia
2018-11-16 14:21:47-03	La recesión aviva la pelea entre comercios y tarjetas de crédito	Clarín.com	Economia
2018-11-16 16:10:39-03	Una lowcost ya ofrece wifi en vuelos de cabotaje	MDZ Online	Economia
2018-11-16 06:34:13-03	Fondo invierte u$s3 millones en empresas argentinas de tecnología espacial y biotecnología	iprofesional.com	Economia
2018-11-16 13:43:33-03	Dólar profundiza pérdidas tras dichos y cae más de $ 20 en las últimas jornadas	Diario Financiero	Economia
2018-11-16 07:47:12-03	Toyota Corolla 2020: así será el reemplazo del sedán japonés	iprofesional.com	Economia
2018-11-16 16:02:00-03	Adiós al kilo, larga vida al kilogramo: cómo funciona el nuevo sistema que redefine el peso tal y como lo conocíamos	LA NACION (Argentina.)	Internacional
2018-11-16 16:17:00-03	Donald Trump tendrá que dejar entrar al periodista de la CNN que había echado de la Casa Blanca	TN	Internacional
2018-11-16 14:04:12-03	Todo era mentira: la pareja y el indigente que engañaron a todos con una campaña para juntar plata	LA NACION (Argentina.)	Internacional
2018-11-16 17:45:45-03	"Objetivo cumplido, queda esperar el postoperatorio", dijo el médico que operó a Máximo Menem	LA NACION (Argentina.)	Internacional
2018-11-16 17:33:57-03	Qué es el G20 y qué países lo integran	Clarín.com	Internacional
2018-11-16 17:17:51-03	Estos son los detalles que muestran la denuncia por acoso sexual a Moisés Mamani [FOTO]	El Popular	Internacional
